Year,Population,Code
1952,33.75450000000001,FSM
1953,34.7375,FSM
1954,35.75049999999999,FSM
1955,36.8205,FSM
1956,37.94,FSM
1957,39.095,FSM
1958,40.2995,FSM
1959,41.56550000000001,FSM
1960,42.98649999999999,FSM
1961,44.56249999999999,FSM
1962,46.19949999999999,FSM
1963,47.75849999999999,FSM
1964,49.2315,FSM
1965,50.75899999999999,FSM
1966,52.3455,FSM
1967,53.9395,FSM
1968,55.553,FSM
1969,57.235500000000016,FSM
1970,58.989,FSM
1971,60.6735,FSM
1972,62.26500000000001,FSM
1973,63.8885,FSM
1974,65.55150000000002,FSM
1975,67.12150000000003,FSM
1976,68.60150000000003,FSM
1977,70.14399999999999,FSM
1978,71.98299999999999,FSM
1979,74.11399999999999,FSM
1980,76.29850000000002,FSM
1981,78.531,FSM
1982,80.8155,FSM
1983,83.15299999999999,FSM
1984,85.54299999999999,FSM
1985,87.96549999999999,FSM
1986,90.3965,FSM
1987,92.84499999999998,FSM
1988,94.9865,FSM
1989,96.7965,FSM
1990,98.60300000000002,FSM
1991,100.4275,FSM
1992,102.893,FSM
1993,106.03,FSM
1994,108.84349999999996,FSM
1995,110.328,FSM
1996,110.78499999999998,FSM
1997,111.133,FSM
1998,111.406,FSM
1999,111.53900000000002,FSM
2000,111.70850000000002,FSM
2001,111.9485,FSM
2002,111.9915,FSM
2003,111.805,FSM
2004,111.4375,FSM
2005,110.93999999999998,FSM
2006,110.301,FSM
2007,109.532,FSM
2008,108.7045,FSM
2009,107.8675,FSM
2010,107.58749999999998,FSM
2011,107.887,FSM
2012,108.232,FSM
2013,108.6095,FSM
2014,109.024,FSM
2015,109.46149999999996,FSM
2016,109.9255,FSM
2017,110.4305,FSM
2018,110.929,FSM
2019,111.37849999999996,FSM
2020,112.1065,FSM
2021,113.131,FSM
2022,114.164,FSM
2023,115.22400000000002,FSM
2024,116.3005,FSM
2025,117.38900000000002,FSM
2026,118.472,FSM
2027,119.544,FSM
2028,120.61699999999998,FSM
2029,121.6755,FSM
2030,122.70349999999996,FSM
2031,123.7,FSM
2032,124.6615,FSM
2033,125.58750000000002,FSM
2034,126.4745,FSM
2035,127.32350000000002,FSM
2036,128.1395,FSM
2037,128.91649999999993,FSM
2038,129.65,FSM
2039,130.33900000000006,FSM
2040,130.98450000000005,FSM
2041,131.5875,FSM
2042,132.1535000000001,FSM
2043,132.68650000000002,FSM
2044,133.1785,FSM
2045,133.63150000000002,FSM
2046,134.0475,FSM
2047,134.43649999999994,FSM
2048,134.8005,FSM
2049,135.13950000000003,FSM
2050,135.45649999999995,FSM
2051,135.754,FSM
2052,136.0305,FSM
2053,136.2865,FSM
2054,136.53600000000003,FSM
2055,136.77099999999996,FSM
2056,136.984,FSM
2057,137.169,FSM
2058,137.3315,FSM
2059,137.476,FSM
2060,137.59400000000002,FSM
2061,137.6905,FSM
2062,137.76100000000002,FSM
2063,137.79699999999997,FSM
2064,137.80200000000008,FSM
2065,137.77600000000004,FSM
2066,137.713,FSM
2067,137.61549999999997,FSM
2068,137.48399999999998,FSM
2069,137.30700000000004,FSM
2070,137.0815,FSM
2071,136.81799999999998,FSM
2072,136.517,FSM
2073,136.1685,FSM
2074,135.779,FSM
2075,135.34700000000004,FSM
2076,134.87750000000003,FSM
2077,134.376,FSM
2078,133.8275,FSM
2079,133.235,FSM
2080,132.60899999999998,FSM
2081,131.95550000000003,FSM
2082,131.26600000000005,FSM
2083,130.54850000000002,FSM
2084,129.80149999999998,FSM
2085,129.02500000000003,FSM
2086,128.236,FSM
2087,127.4255,FSM
2088,126.5885,FSM
2089,125.74050000000004,FSM
2090,124.87849999999996,FSM
2091,123.98700000000002,FSM
2092,123.0805,FSM
2093,122.16500000000002,FSM
2094,121.23100000000002,FSM
2095,120.28699999999998,FSM
2096,119.3365,FSM
2097,118.3635,FSM
2098,117.373,FSM
2099,116.371,FSM
2100,115.353,FSM
1950,13.065499999999997,MHL
1951,13.316500000000003,MHL
1952,13.54,MHL
1953,13.747,MHL
1954,13.916500000000005,MHL
1955,14.062,MHL
1956,14.2,MHL
1957,14.329,MHL
1958,14.536,MHL
1959,14.9045,MHL
1960,15.374499999999992,MHL
1961,15.867000000000004,MHL
1962,16.387500000000006,MHL
1963,16.9465,MHL
1964,17.537000000000003,MHL
1965,18.154,MHL
1966,18.794,MHL
1967,19.665,MHL
1968,21.001,MHL
1969,22.623,MHL
1970,23.969,MHL
1971,24.6805,MHL
1972,25.08450000000001,MHL
1973,25.522,MHL
1974,26.174499999999995,MHL
1975,27.0475,MHL
1976,27.96400000000001,MHL
1977,28.91150000000001,MHL
1978,29.892000000000003,MHL
1979,30.902,MHL
1980,31.9875,MHL
1981,33.21900000000001,MHL
1982,34.56849999999999,MHL
1983,35.975,MHL
1984,37.437,MHL
1985,38.962,MHL
1986,40.527,MHL
1987,42.12200000000001,MHL
1988,43.6865,MHL
1989,44.988,MHL
1990,46.047500000000014,MHL
1991,47.0535,MHL
1992,48.015,MHL
1993,48.944500000000005,MHL
1994,49.8395,MHL
1995,50.702,MHL
1996,51.53799999999999,MHL
1997,52.35799999999998,MHL
1998,53.1645,MHL
1999,53.8335,MHL
2000,54.22449999999999,MHL
2001,54.413,MHL
2002,54.496,MHL
2003,54.49299999999998,MHL
2004,54.4355,MHL
2005,54.33649999999998,MHL
2006,54.2075,MHL
2007,54.03849999999999,MHL
2008,53.816500000000005,MHL
2009,53.59299999999998,MHL
2010,53.41549999999999,MHL
2011,52.97150000000001,MHL
2012,52.20250000000002,MHL
2013,51.3525,MHL
2014,50.4185,MHL
2015,49.4095,MHL
2016,48.329,MHL
2017,47.1865,MHL
2018,45.989,MHL
2019,44.7285,MHL
2020,43.41349999999999,MHL
2021,42.05,MHL
2022,41.569,MHL
2023,41.996,MHL
2024,42.415000000000006,MHL
2025,42.819,MHL
2026,43.20900000000001,MHL
2027,43.594,MHL
2028,43.978,MHL
2029,44.3575,MHL
2030,44.733,MHL
2031,45.10699999999999,MHL
2032,45.484,MHL
2033,45.86299999999999,MHL
2034,46.23499999999999,MHL
2035,46.61100000000001,MHL
2036,46.988,MHL
2037,47.35650000000001,MHL
2038,47.7195,MHL
2039,48.078,MHL
2040,48.43400000000001,MHL
2041,48.77900000000002,MHL
2042,49.109,MHL
2043,49.4305,MHL
2044,49.73700000000001,MHL
2045,50.02299999999998,MHL
2046,50.294,MHL
2047,50.5525,MHL
2048,50.79150000000001,MHL
2049,51.0075,MHL
2050,51.21049999999999,MHL
2051,51.39800000000001,MHL
2052,51.56900000000002,MHL
2053,51.721,MHL
2054,51.85849999999999,MHL
2055,51.988000000000014,MHL
2056,52.1105,MHL
2057,52.221500000000006,MHL
2058,52.319,MHL
2059,52.41449999999999,MHL
2060,52.49949999999999,MHL
2061,52.57549999999999,MHL
2062,52.655499999999975,MHL
2063,52.73300000000001,MHL
2064,52.805500000000016,MHL
2065,52.874,MHL
2066,52.94499999999999,MHL
2067,53.00899999999999,MHL
2068,53.066500000000005,MHL
2069,53.128,MHL
2070,53.18100000000001,MHL
2071,53.22850000000001,MHL
2072,53.272,MHL
2073,53.31,MHL
2074,53.3445,MHL
2075,53.36950000000001,MHL
2076,53.39,MHL
2077,53.4035,MHL
2078,53.404500000000006,MHL
2079,53.39449999999999,MHL
2080,53.36749999999999,MHL
2081,53.33599999999999,MHL
2082,53.294,MHL
2083,53.2345,MHL
2084,53.16499999999999,MHL
2085,53.088,MHL
2086,53.001000000000005,MHL
2087,52.904,MHL
2088,52.793,MHL
2089,52.667,MHL
2090,52.53400000000001,MHL
2091,52.398,MHL
2092,52.25749999999999,MHL
2093,52.1065,MHL
2094,51.951,MHL
2095,51.793000000000006,MHL
2096,51.63300000000002,MHL
2097,51.471,MHL
2098,51.30750000000001,MHL
2099,51.1415,MHL
2100,50.97650000000001,MHL
1950,7.429499999999998,PLW
1951,7.529000000000001,PLW
1952,7.638000000000001,PLW
1953,7.797499999999999,PLW
1954,8.008500000000002,PLW
1955,8.252499999999998,PLW
1956,8.515999999999998,PLW
1957,8.7915,PLW
1958,9.051000000000002,PLW
1959,9.264500000000004,PLW
1960,9.446000000000003,PLW
1961,9.6385,PLW
1962,9.850499999999997,PLW
1963,10.076,PLW
1964,10.317500000000004,PLW
1965,10.5625,PLW
1966,10.812500000000002,PLW
1967,10.991500000000002,PLW
1968,11.079,PLW
1969,11.159,PLW
1970,11.365999999999994,PLW
1971,11.739999999999998,PLW
1972,12.172,PLW
1973,12.541,PLW
1974,12.662,PLW
1975,12.606500000000002,PLW
1976,12.5385,PLW
1977,12.4625,PLW
1978,12.387000000000002,PLW
1979,12.299500000000004,PLW
1980,12.2515,PLW
1981,12.386499999999998,PLW
1982,12.666500000000005,PLW
1983,12.9725,PLW
1984,13.299000000000005,PLW
1985,13.644000000000004,PLW
1986,13.984500000000002,PLW
1987,14.309,PLW
1988,14.6315,PLW
1989,14.9575,PLW
1990,15.2935,PLW
1991,15.640499999999998,PLW
1992,16.004,PLW
1993,16.379499999999997,PLW
1994,16.7705,PLW
1995,17.209500000000002,PLW
1996,17.731999999999996,PLW
1997,18.297500000000003,PLW
1998,18.8515,PLW
1999,19.379500000000004,PLW
2000,19.7255,PLW
2001,19.828,PLW
2002,19.851,PLW
2003,19.8795,PLW
2004,19.9075,PLW
2005,19.830999999999992,PLW
2006,19.6185,PLW
2007,19.366,PLW
2008,19.101500000000005,PLW
2009,18.8255,PLW
2010,18.5395,PLW
2011,18.24000000000001,PLW
2012,17.945999999999994,PLW
2013,17.805500000000002,PLW
2014,17.796,PLW
2015,17.794,PLW
2016,17.816000000000003,PLW
2017,17.836500000000008,PLW
2018,17.8645,PLW
2019,17.916500000000006,PLW
2020,17.971999999999994,PLW
2021,18.024000000000004,PLW
2022,18.0545,PLW
2023,18.057500000000005,PLW
2024,18.051,PLW
2025,18.0435,PLW
2026,18.031,PLW
2027,18.010499999999993,PLW
2028,17.9885,PLW
2029,17.955,PLW
2030,17.919000000000004,PLW
2031,17.882499999999997,PLW
2032,17.843500000000002,PLW
2033,17.798000000000002,PLW
2034,17.7435,PLW
2035,17.6875,PLW
2036,17.628999999999994,PLW
2037,17.570000000000004,PLW
2038,17.506500000000003,PLW
2039,17.441,PLW
2040,17.375000000000004,PLW
2041,17.306,PLW
2042,17.235000000000003,PLW
2043,17.161,PLW
2044,17.092,PLW
2045,17.0275,PLW
2046,16.955000000000002,PLW
2047,16.8815,PLW
2048,16.8145,PLW
2049,16.751,PLW
2050,16.689500000000002,PLW
2051,16.626500000000004,PLW
2052,16.561999999999998,PLW
2053,16.504,PLW
2054,16.449,PLW
2055,16.389000000000006,PLW
2056,16.328500000000005,PLW
2057,16.2685,PLW
2058,16.2115,PLW
2059,16.157,PLW
2060,16.102499999999996,PLW
2061,16.0475,PLW
2062,15.989999999999997,PLW
2063,15.9365,PLW
2064,15.887,PLW
2065,15.8345,PLW
2066,15.788000000000004,PLW
2067,15.741,PLW
2068,15.687999999999994,PLW
2069,15.633499999999998,PLW
2070,15.584500000000002,PLW
2071,15.540999999999997,PLW
2072,15.494000000000002,PLW
2073,15.4465,PLW
2074,15.397499999999996,PLW
2075,15.353999999999996,PLW
2076,15.310499999999998,PLW
2077,15.259999999999998,PLW
2078,15.2135,PLW
2079,15.169500000000005,PLW
2080,15.121500000000005,PLW
2081,15.075500000000002,PLW
2082,15.0315,PLW
2083,14.984000000000004,PLW
2084,14.931500000000002,PLW
2085,14.8805,PLW
2086,14.832500000000003,PLW
2087,14.778500000000005,PLW
2088,14.724,PLW
2089,14.672000000000006,PLW
2090,14.6175,PLW
2091,14.560499999999998,PLW
2092,14.502,PLW
2093,14.444,PLW
2094,14.382500000000004,PLW
2095,14.322,PLW
2096,14.261000000000005,PLW
2097,14.196,PLW
2098,14.130500000000003,PLW
2099,14.066500000000008,PLW
2100,14.005500000000003,PLW
1950,37696.2635,PAK
1951,38215.785,PAK
1952,38816.77750000001,PAK
1953,39488.22800000002,PAK
1954,40224.09,PAK
1955,41023.128500000006,PAK
1956,41884.99449999999,PAK
1957,42808.51100000001,PAK
1958,43794.993,PAK
1959,44843.63900000002,PAK
1960,45954.226,PAK
1961,47060.915,PAK
1962,48161.84100000001,PAK
1963,49325.0495,PAK
1964,50552.5915,PAK
1965,51841.62549999998,PAK
1966,53199.41350000001,PAK
1967,54629.793,PAK
1968,56124.7435,PAK
1969,57676.80500000002,PAK
1970,59290.87200000001,PAK
1971,60878.7805,PAK
1972,62509.5655,PAK
1973,64285.62449999999,PAK
1974,66149.16900000002,PAK
1975,68126.9985,PAK
1976,70230.92300000001,PAK
1977,72451.105,PAK
1978,74789.32949999999,PAK
1979,77407.34099999997,PAK
1980,80624.05700000002,PAK
1981,84270.20200000002,PAK
1982,87828.19799999997,PAK
1983,91080.37200000002,PAK
1984,94003.86699999998,PAK
1985,97121.55150000002,PAK
1986,100618.523,PAK
1987,104251.09300000002,PAK
1988,107967.838,PAK
1989,111670.38649999998,PAK
1990,115414.0695,PAK
1991,119203.569,PAK
1992,122375.17950000004,PAK
1993,125546.615,PAK
1994,129245.1385,PAK
1995,133117.476,PAK
1996,137234.8095,PAK
1997,141330.26750000002,PAK
1998,145476.10549999995,PAK
1999,149694.462,PAK
2000,154369.92349999995,PAK
2001,159217.727,PAK
2002,163262.80750000002,PAK
2003,166876.68049999996,PAK
2004,170648.62000000002,PAK
2005,174372.098,PAK
2006,178069.98450000002,PAK
2007,181924.5205,PAK
2008,185931.95499999996,PAK
2009,190123.222,PAK
2010,194454.498,PAK
2011,198602.73800000004,PAK
2012,202205.86050000007,PAK
2013,205337.5620000001,PAK
2014,208251.62749999997,PAK
2015,210969.29800000004,PAK
2016,213524.83950000003,PAK
2017,216379.65500000003,PAK
2018,219731.4795,PAK
2019,223293.2795,PAK
2020,227196.74050000004,PAK
2021,231402.1165,PAK
2022,235824.8625,PAK
2023,240485.6575,PAK
2024,245209.8155,PAK
2025,249948.885,PAK
2026,254714.4725,PAK
2027,259516.159,PAK
2028,264344.4075,PAK
